text	label
Machete Kills übernimmt die Tugenden des ersten Teils - markige Sprüche, absurde Einfälle, trashige Splattereinlagen, einen coolen Protagonisten - übersteigert das aber so sehr, dass der Film am Ende auseinanderbricht.	NEUTRAL
Wer so denkt hat hier ausnahmsweise Unrecht.	NEUTRAL
Nichts für zarte Gemüter und nicht umsonst FSK 18, denn hier geht's psychisch ans Eingemachte.	NEUTRAL
Kleider machen Leute war gestern, hier entscheidet die Perücke über die Persönlichkeit.	NEUTRAL
Zombie Ass ist seit 25. Januar auf Blu Ray und DVD erhältlich	NEUTRAL
Hier wird nicht lang gefackelt, sowohl in dem Film, wie auch meiner Kritik.	NEUTRAL
Was verbirgt sich wirklich in den Tiefen der Mine?	NEUTRAL
Für Freunde klassischer Liebesdramen.	NEUTRAL
1 Stern.	NEUTRAL
eine ziemlich surreale Erfahrung für mich persönlich, die ich weder empfehlen noch verteufeln möchte.	NEUTRAL
Danach entscheidet der Zuschauer selbst ob er sich dagegen wehrt oder sich einfach darauf einlässt.	NEUTRAL
Aus dem, Leben ' eines Zombies: Teils gesellschaftskritische Satire im Mockumentarystil, teils Splatterhorror, wirft Portrait of a Zombie einen ganz eigenen Blick auf die beliebten Untoten.	NEUTRAL
James Franco und Travis Mathews nehmen die legendären verschollenen 40 Minuten von Cruising zum Anlass, grundsätzliche Fragen über die Darstellung von Sexualität zu stellen.	NEUTRAL
Und Terminator-Fans ja sowieso!	NEUTRAL
Vielleicht werde ich dann vor Ende den Saal verlassen, um komplett zufrieden nach Hause zu fahren, mal sehen.	NEUTRAL
Ein Endzwanziger, der noch bei seinen Eltern wohnt, ist heute nicht annähernd so ungewöhnlich wie 2001, als Tanguy - Der Nesthocker erschien.	NEUTRAL
Da sieht man auch über das etwas beliebige Ende hinweg.	NEUTRAL
In seinem Regie - und Drehbuchdebüt Wild Bill verlässt sich Dexter Fletcher zwar etwas zu sehr auf bekannte Handlungsmuster und Figuren.	NEUTRAL
Der Mann im weißen Anzug ist eine typische Komödie, wie sie im England der Nachkriegszeit entstanden sind.	NEUTRAL
Freunde des Genres, oder eingefleischte Arnie Fans lieben ihn, alle anderen eben nicht.	NEUTRAL
Ob einem dieses Ereignis aber auch gefällt, hängt sehr davon ab, wie lustig man die Vorstellung von fluchenden Kobolden, onanierenden Zeichentrickkatzen oder Männern mit Hoden am Hals findet.	NEUTRAL
Aber den Alkohol dabei nicht vergessen - man weiß ja nie.	NEUTRAL
Kann man sich anschauen, muss man aber nicht.	NEUTRAL
Kann man sich anschauen, muss man aber nicht.	NEUTRAL
Wie gut kennst du deinen Partner?	NEUTRAL
Und was würdest du dafür riskieren?	NEUTRAL
Der neueste Film des Südkoreaners Kim Ki-duk ist trotz - vielleicht auch aufgrund?	NEUTRAL
Leichte Kost ist Haftbefehl sicher nicht, dafür nimmt einen die wahre Geschichte um einen unschuldig eingesperrten Mann zu sehr mit.	NEUTRAL
Ohne Hilfsmittel mit einem Floß über den Pazifik schippern?	NEUTRAL
Hört sich wahnsinnig an, ist aber tatsächlich 1947 so geschehen.	NEUTRAL
Kinder als Helden?	NEUTRAL
Von wegen: Hier sind es zwei Schüler, die mit den Erwachsenen perfide Spielchen spielen.	NEUTRAL
Was ist nur aus uns und unserer Freundschaft geworden?	NEUTRAL
Jahre später finden vier Männer anlässlich einer tödlichen Krebserkrankung wieder zusammen und unternehmen eine letzte gemeinsame Reise.	NEUTRAL
Lacht er oder lacht er nicht?	NEUTRAL
Als Gesamtwerk fehlen 360 - Jede Begegnung hat Folgen aber die Relevanz und auch die Abwechslung.	NEUTRAL
60 Sekunden für ein gestohlenes Auto, eine 40-minütige Verfolgungsjagd, 93 zerstörte Wagen - so lauten die Rahmendaten von Gone in 60 Seconds.	NEUTRAL
Outrage erscheint am 3. August auf Blu Ray und DVD	NEUTRAL
Eine Kritik an der Gesellschaft?	NEUTRAL
Eine Kritik am Menschen selbst?	NEUTRAL
Hier darf sich gerne jeder selbst eine Meinung bilden.	NEUTRAL
Darf man über seine demenzkranke Mutter einen Film drehen oder nicht?	NEUTRAL
Zack, bumm wir hauen all die Rocker um!	NEUTRAL
Und stehen diese wieder auf, haun `wir nochmal von vorne drauf.	NEUTRAL
Die Neuverfilmung von, Krieg der Knöpfe ' ergänzt die Geschichte des Kinderbuchklassikers um neue Handlungsstränge.	NEUTRAL
Die passen zwar recht gut, sind jedoch ein bisschen kitschig und zu moralisch.	NEUTRAL
Ansehen!	NEUTRAL
Lesen!	NEUTRAL
Und einsehen zum Schluss, dass man weitermachen muss.	NEUTRAL
Normalerweise.	NEUTRAL
Aber bei The Cabin in the Woods ist recht wenig normal.	NEUTRAL
Für Genreliebhaber bietet Devil's Spawn wenig Neues, die meisten Bestandteile sind aber zumindest in Ordnung.	NEUTRAL
Die deutsche Synchronisation ist annehmbar, doch empfehle ich den Originalton mit deutschen Untertiteln, da sonst einiges an Authentizität verloren geht.	NEUTRAL
Zwar nutzt Regisseurin Alex Schmidt nicht die Chance, dem Genre gleich auch einen eigenen Stempel aufzudrücken.	NEUTRAL
Wirklich clever ist Der Kandidat zwar nicht, dafür aber ordentlich umgesetzt.	NEUTRAL
Auf Grund der vielfältigen Interpretationsmöglichkeiten sollte man Cruelty wohl eher mit Freunden schauen, um direkt festzustellen, dass hier nichts eindeutig ist.	NEUTRAL
Besser das Geld für die Kinokarte sparen und auf die Leih-DVD warten, wenn man sich denn wirklich diesen Schinken antun möchte.	NEUTRAL
Der Mann das starke Geschlecht?	NEUTRAL
Das große Duell Steve Austin Vs.	NEUTRAL
Kaufempfehlung?	NEUTRAL
... Ja.	NEUTRAL
Irgendwie stimmt die Aussage ja schon, dass hier Anspielungen auf Der Exorzist und The Devil's Rejects zu finden sind, keine Frage.	NEUTRAL
Wer ist verrückt, wer ist ein Geist?	NEUTRAL
Wie sie manchmal eine Brücke darstellen.	NEUTRAL
Und manchmal ein Gefängnis.	NEUTRAL
Die wilde Zeit nimmt uns zurück ins Frankreich der frühen 70er, als Jugendliche für eine neue Gesellschaft kämpften.	NEUTRAL
Wie diese auszusehen hat, interessiert Regisseur Olivier Assayas jedoch weniger.	NEUTRAL
Stattdessen zeigt er anhand seiner Hauptfigur eine Generation auf der Sinnsuche.	NEUTRAL
Für einen verregneten Sonntagnachmittag kann man sich bei Henry & Julie vollkommen entspannt zurücklehnen und sich berieseln lassen.	NEUTRAL
Henry & Julie ist seit 3. November auf Blu Ray und DVD erhältlich	NEUTRAL
Eine Familie erlebt Ende 2004 den Mördertsunami in Südostasien - das lässt auf einen Katastrophenfilm schließen.	NEUTRAL
Es existieren zwei verschiedene Versionen dieses Films.	NEUTRAL
Zum Einen, die gekürzte TV-Version, in der die blutigsten Szenen weggekürzt wurden, zum Anderen die ungekürzte DVD-Fassung, die nicht freiverkäuflich ist.	NEUTRAL
Verhoeven selbst sieht seinen Film als Satire auf den Faschismus und Militarismus, welches in vielen Dialogen, sowie Szenen zur Geltung kommt.	NEUTRAL
Der Gewaltgrad ist stellenweise so hoch, dass diese skurril, beinahe harmlos wirkt (besonders während der kompromisslosen Grundausbildung).	NEUTRAL
Die Idee der Zeitreisen ist so alt wie das Science-Fiction-Genre an sich.	NEUTRAL
Unter den Metropolen - Staffel 1 ist seit 27. April auf DVD erhältlich	NEUTRAL
Vorsicht, Kamera!	NEUTRAL
Eine junge Frau kehrt in das Haus ihres verstorbenen Vaters zurück und wird Zeuge mehrerer unerklärlicher Vorkommnisse.	NEUTRAL
Chinese zum Mitnehmen ist seit 8. Mai auf Blu Ray und DVD erhältlich	NEUTRAL
Zumindest hat es am Ende den Anschein, als hätte Tom gefunden, was er suchte.	NEUTRAL
Denn die sind am Ende genauso individuell wie die Motive für die Suche.	NEUTRAL
Kopf ein, Kopf aus - in Vanishing Waves erleben zwei Menschen ungezügelte Eskapaden im Bewusstsein einer Komapatientin.	NEUTRAL
In seinem Filmdebüt hat Animationslegende Hayao Miyazaki zwar kaum Gelegenheit, seiner Kreativität freien Lauf zu lassen, weshalb er mit seinen späteren Ghibli-Werken wenig vergleichbar ist.	NEUTRAL
Oft komisch, dabei aber auch sehr traurig - Parked - Gestrandet erzählt die bewegende Geschichte zweier Obdachloser, die in ihren Autos leben.	NEUTRAL
Zimmer 205 - Traust du dich rein?	NEUTRAL
Wertung: 6 von 10	NEUTRAL
Immerhin 3 von 5 Sterne gebe ich dem Film für die teilweise guten Effekte, sowie die hin und wieder auftauchenden innovativen Ideen.	NEUTRAL
Immer noch ist Scream ein Kassenrenner und wie mit vielen Fortsetzungen wird es wohl auch hier zu einem wahren Ausschlachten kommen.	NEUTRAL
Ob der Film zur Perle wird, wenn man voll und ganz in der Materie steckt, wird sich zeigen.	NEUTRAL
Denn was gezeigt wird soll ja nicht für Entzücken sorgen, sondern schockieren, nachdenklich stimmen.	NEUTRAL
Trotz allem hat mir die Essenz von Food Inc.	NEUTRAL
Ein Fünkchen Wahrheit ist seit 12. August auf Blu Ray und DVD erhältlich	NEUTRAL
Wer bin ich und wer bist du?	NEUTRAL
Eine junge Frau wacht nach einem Brand ohne Erinnerungen auf, ihre beste Freundin ist bei eben diesem ums Leben gekommen.	NEUTRAL
Ansehen!	NEUTRAL
Kein Muss für eine DVD-Sammlung, aber ein sich selbstbezeichnender `Filmkenner ' weiß in der Regel über diesen Film bescheid.	NEUTRAL
Immerhin läuft der Streifen seit über 10 Jahren im `Free-TV '.	NEUTRAL
Was ist der Sinn des Lebens?	NEUTRAL
Auch das neue A Chinese Ghost Story bleibt eine für Westler ungewöhnliche Mischung aus kitschiger China-Romantik, fast schon slapstickmäßiger Situationskomik und flott choreografierten Martial-Arts-Szenen.	NEUTRAL
Jetzt wollte ich doch wenigstens noch wissen, wie Jarrod (Eric Balfour) sich mit seinen ungeahnten, neuen Kräften schlägt.	NEUTRAL
Also lieber Brüder Strause, schnell ans Werk!	NEUTRAL
Dennoch 76 recht kurzweilige Minuten.	NEUTRAL
Warriors of the Rainbow erzählt mit oftmals brutalen Bildern die größtenteils wahre Geschichte der taiwanesischen Eingeborenenstämme und deren Besatzung durch die Japaner.	NEUTRAL
Die Idee hinter dem australischen Streifen ist interessant, später wird er aber recht austauschbar.	NEUTRAL
The Ledge - Am Abgrund ist seit 20.	NEUTRAL
Jänner auf Blu Ray und DVD erhältlich	NEUTRAL
Jedem Realisten sei gesagt, dass Explosionen nur gut auszusehen brauchen und nicht immer wissenschaftlich belegt sein müssen.	NEUTRAL
Mehr erwartet man bei einem Teenie-Splatter-Film aber nicht und so dürfen Fans sich ruhigen Gewissens bedienen.	NEUTRAL
Die Suche nach einem Hund und deren Folgen: Quentin Dupieux zeigt in Wrong, wie wenig es braucht, um aus Alltäglichem etwas sehr Absurdes zu machen.	NEUTRAL
Deutsche Filmemacher haben es schwer: Kohlhaas oder die Verhältnismäßigkeit der Mittel erzählt die Geschichte eines jungen Nachwuchsregisseurs, der aus seiner finanziellen Not eine Tugend macht und später nicht mehr zwischen Realität und Vorstellung unterscheiden kann.	NEUTRAL
Hiromasa Yonebayashi bietet mit seinem Regiedebüt Arrietty - Die wundersame Welt der Borger alles, was man von einem echten Ghibli erwartet: handgefertigte Zeichnungen und eine zauberhafte Geschichte um zwei ungleiche Freunde.	NEUTRAL
So vergehen die ca.	NEUTRAL
Eine entspannte Fahrt über die endlos weiten Straßen der USA statt rastloser Rausch.	NEUTRAL
Viel Action, viel Feuer und viel Unlogik.	NEUTRAL
Ein unscheinbares Pärchen will eigentlich nur Urlaub machen, fängt dann aber an, alle möglichen Leute zu töten.	NEUTRAL
Und die einen möglicherweise dazu veranlassen, wieder selbst nach Zeichen Ausschau zu halten.	NEUTRAL
Deshalb 3 1/2 Sterne von mir.	NEUTRAL
Dennoch, für alle Terminatoren unter uns, ein Muss.	NEUTRAL
`Romper Stomper ' geriet unter heftige Kritik wurde ebenso positiv wie negativ aufgefasst, wie es bei solchen ja immer der Fall ist.	NEUTRAL
Darf man über einen Amoklauf Witze machen?	NEUTRAL
Wer diese Frage mit, Ja ' beantworten kann und bösen Humor zu schätzen weiß, sollte diesem mörderischen Road Trip auf jeden Fall eine Chance geben.	NEUTRAL
Trautes Familienglück und fette Karriere?	NEUTRAL
Interessant für Menschen, die ihre Kraft und ihren Lebensmut aus der Selbstfindung ziehen und sich damit ohnehin schon auseinandersetzen.	NEUTRAL
Und noch dazu klingt alles wieder ein wenig einfacher als es wirklich ist!	NEUTRAL
Mehr als die Summe seiner Einzelbestandteile: 20 Minutes - The Power of Few erzählt fünf Geschichten, die während derselben 20 Minuten spielen, deren Zusammenhänge aber erst mit der Zeit deutlich werden.	NEUTRAL
Gerade die Suche danach macht immer wieder Spaß, als Einzelwerke sind die Episoden jedoch trotz viel Action nur teilweise spannend.	NEUTRAL
